"Cover";"Qty_CD";"Date_Modifs";"Family";"MD5";"Length";"Qty_CueERR";"ID_CD";"Qty_covers";"Statut";"Duration";"Qty_Tracks";"Typ_Tag";"Qty_repMusic";"RHDD_Modifs";"Label";"Position1";"Category";"Position2";"Year";"Qty_audio";"Path";"Typ_Audio";"ISRC";"Size";"Date_Insert";"Qty_Cue";"Name";"Qty_repCover"
"\\HOMERSTATION\_LossLess\TRANCE\Labels\Iboga Records\[IBOGACD33] Set 6 - Evolved compiled by Frequence (2005)\cover.jpg";"1";"2017-03-17 12:37:38";"Label/Physique";"CC5A963480D27A3DCD9F30760674D780";"01:16:18";"0";"4032";"1";"NEW";"4577,96";"9";"TAG";"1";"2017-03-08 00:49:05";"Iboga Records";"Labels";"TRANCE";"Iboga Records";"2005";"9";"\\HOMERSTATION\_LossLess\TRANCE\Labels\Iboga Records\[IBOGACD33] Set 6 - Evolved compiled by Frequence (2005)";"FLAC";"IBOGACD33";"495";"2017-03-17 12:37:38";"1";"Set 6 - Evolved compiled by Frequence ";"0"
"\\HOMERSTATION\_LossLess\TRANCE\Labels\Iboga Records\[IBOGACD39] Summer Collection Vol.2 (Compiled by Emok & Banel) (2006)\Cover.jpg";"1";"2017-03-17 12:37:47";"Label/Physique";"4C6988491B7921873363FCDE44690BD9";"01:18:33";"0";"4033";"1";"NEW";"4712,96";"9";"TAG";"1";"2017-03-08 00:49:06";"Iboga Records";"Labels";"TRANCE";"Iboga Records";"2006";"9";"\\HOMERSTATION\_LossLess\TRANCE\Labels\Iboga Records\[IBOGACD39] Summer Collection Vol.2 (Compiled by Emok & Banel) (2006)";"FLAC";"IBOGACD39";"515";"2017-03-17 12:37:47";"1";"Summer Collection Vol.2 (Compiled by Emok & Banel) ";"0"
"\\HOMERSTATION\_LossLess\TRANCE\Labels\Yellow Sunshine Explosion\[YSE 130-CD] Magoon - Don't Panik! (2006)\cover.jpg";"1";"2017-03-17 12:42:43";"Label/Physique";"180CB7BDE4D5C9166049FAADA5B59312";"01:14:54";"0";"4037";"1";"NEW";"4494";"10";"CUE";"1";"2017-03-13 21:18:56";"Yellow Sunshine Explosion";"Labels";"TRANCE";"Yellow Sunshine Explosion";"2006";"1";"\\HOMERSTATION\_LossLess\TRANCE\Labels\Yellow Sunshine Explosion\[YSE 130-CD] Magoon - Don't Panik! (2006)";"FLAC";"YSE 130-CD";"524";"2017-03-17 12:42:43";"1";"Magoon - Don't Panik! ";"0"
"\\HOMERSTATION\_LossLess\TRANCE\Labels\Yellow Sunshine Explosion\[YSE 150-CD] Psytrain - Mystic Ingredients (2007)\cover.jpg";"1";"2017-03-17 12:42:49";"Label/Physique";"03F8483E06818F9F737AD8770A820B81";"01:10:03";"0";"4038";"1";"NEW";"4203";"9";"CUE";"1";"2017-03-13 21:19:10";"Yellow Sunshine Explosion";"Labels";"TRANCE";"Yellow Sunshine Explosion";"2007";"1";"\\HOMERSTATION\_LossLess\TRANCE\Labels\Yellow Sunshine Explosion\[YSE 150-CD] Psytrain - Mystic Ingredients (2007)";"FLAC";"YSE 150-CD";"442";"2017-03-17 12:42:49";"1";"Psytrain - Mystic Ingredients ";"0"
"\\HOMERSTATION\_LossLess\TRANCE\Labels\Yellow Sunshine Explosion\[YSE 365-CD] VA - Goa Session By Vertical Mode (2015)\CD1\cover.jpg";"2";"2017-03-17 12:43:37";"Label/Physique";"8148E566E92131C61D1D989F0F65E507";"02:25:40";"0";"4039";"7";"NEW";"8739,838";"18";"TAG";"2";"2017-03-17 12:02:26";"Yellow Sunshine Explosion";"Labels";"TRANCE";"Yellow Sunshine Explosion";"2015";"18";"\\HOMERSTATION\_LossLess\TRANCE\Labels\Yellow Sunshine Explosion\[YSE 365-CD] VA - Goa Session By Vertical Mode (2015)";"FLAC";"YSE 365-CD";"980";"2017-03-17 12:43:37";"2";"VA - Goa Session By Vertical Mode ";"1"
"\\HOMERSTATION\_LossLess\TECHNO\Download\Dominik Eulberg & Gabriel Ananda - The Space Between Us [TRAUMV165.5] (2013)\cover.jpg";"1";"2017-03-17 12:24:20";"Download";"C597DC5128D74E8282C9E73537B5599D";"00:17:45";"0";"4018";"1";"NEW";"1065,292";"2";"TAG";"1";"2017-03-16 12:46:04";"";"Download";"TECHNO";"Dominik Eulberg & Gabriel Ananda - The Space Between Us [TRAUMV165.5] (2013)";"2013";"2";"\\HOMERSTATION\_LossLess\TECHNO\Download\Dominik Eulberg & Gabriel Ananda - The Space Between Us [TRAUMV165.5] (2013)";"FLAC";"";"104";"2017-03-17 12:24:20";"0";"Dominik Eulberg & Gabriel Ananda - The Space Between Us [TRAUMV165.5] ";"0"
"\\HOMERSTATION\_LossLess\TECHNO\Download\Dubfire & Oliver Huntemann - Retrospectivo 2008–2016 (2CD) (2016)\cover.jpg";"2";"2017-03-17 12:24:27";"Download";"885DF4D943CEDBC94CF07B40D9E2749B";"03:17:29";"0";"4019";"2";"NEW";"11849,393";"19";"TAG";"1";"2017-03-16 13:28:20";"";"Download";"TECHNO";"Dubfire & Oliver Huntemann - Retrospectivo 2008–2016 (2CD) (2016)";"2016";"19";"\\HOMERSTATION\_LossLess\TECHNO\Download\Dubfire & Oliver Huntemann - Retrospectivo 2008–2016 (2CD) (2016)";"FLAC";"";"1205";"2017-03-17 12:24:27";"0";"Dubfire & Oliver Huntemann - Retrospectivo 2008–2016 (2CD) ";"0"
"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Berlin Techno Sessions, Vol. 10 (2016)\cover.jpg";"1";"2017-03-17 12:25:11";"Download";"0DAECD7D22832C88157F0AE119A28662";"02:54:57";"0";"4020";"1";"NEW";"10496,701";"25";"TAG";"1";"2017-03-16 13:25:46";"";"Download";"TECHNO";"VA - Berlin Techno Sessions, Vol. 10 (2016)";"2016";"25";"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Berlin Techno Sessions, Vol. 10 (2016)";"FLAC";"";"1126";"2017-03-17 12:25:11";"0";"VA - Berlin Techno Sessions, Vol. 10 ";"0"
"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Berlin Techno Sessions, Vol. 11 (2017)\cover.jpg";"1";"2017-03-17 12:25:23";"Download";"C4A223360B8201781059BF5F9055E081";"02:50:18";"0";"4021";"1";"NEW";"10217,561";"25";"TAG";"1";"2017-03-16 13:26:21";"";"Download";"TECHNO";"VA - Berlin Techno Sessions, Vol. 11 (2017)";"2017";"25";"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Berlin Techno Sessions, Vol. 11 (2017)";"FLAC";"";"1064";"2017-03-17 12:25:23";"0";"VA - Berlin Techno Sessions, Vol. 11 ";"0"
"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Pig Dan - Next Generation (unmixed tracks) [Elevate] (2016)\cover.jpg";"1";"2017-03-17 12:25:39";"Download";"63126F15F3F78E587974FCA8CFA63F0D";"04:05:04";"0";"4022";"2";"NEW";"14703,658";"22";"TAG";"1";"2017-03-16 13:27:13";"";"Download";"TECHNO";"VA - Pig Dan - Next Generation (unmixed tracks) [Elevate] (2016)";"2016";"22";"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Pig Dan - Next Generation (unmixed tracks) [Elevate] (2016)";"FLAC";"";"1622";"2017-03-17 12:25:39";"0";"VA - Pig Dan - Next Generation (unmixed tracks) [Elevate] ";"0"
"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Rhythm Distrikt 13 (2016)\cover.jpg";"1";"2017-03-17 12:25:51";"Download";"C9BAB514286916470C53D893297BED36";"01:10:06";"0";"4023";"1";"NEW";"4205,538";"10";"TAG";"1";"2017-03-16 13:27:29";"";"Download";"TECHNO";"VA - Rhythm Distrikt 13 (2016)";"2016";"10";"\\HOMERSTATION\_LossLess\TECHNO\Download\VA - Rhythm Distrikt 13 (2016)";"FLAC";"";"457";"2017-03-17 12:25:51";"0";"VA - Rhythm Distrikt 13 ";"0"
"\\HOMERSTATION\_LossLess\TECHNO\Download\Yagya - Stars And Dust (2016)\cover.jpg";"1";"2017-03-17 12:26:04";"Download";"0119B275CD3EC922CED2AF537D72CC3B";"00:54:40";"0";"4024";"1";"NEW";"3280,294";"10";"TAG";"1";"2017-03-16 13:28:17";"";"Download";"TECHNO";"Yagya - Stars And Dust (2016)";"2016";"10";"\\HOMERSTATION\_LossLess\TECHNO\Download\Yagya - Stars And Dust (2016)";"FLAC";"";"283";"2017-03-17 12:26:04";"0";"Yagya - Stars And Dust ";"0"
"\\HOMERSTATION\_LossLess\TECHNO\Labels\Systematic\[4056813040449] VA - Systematic 77 (2016)\cover.jpg";"1";"2017-03-17 12:30:20";"Label/Physique";"1381DB196AE015202D38B18228A96142";"13:36:18";"0";"4025";"1";"NEW";"48978,238";"77";"TAG";"1";"2017-03-16 20:04:24";"Systematic";"Labels";"TECHNO";"Systematic";"2016";"77";"\\HOMERSTATION\_LossLess\TECHNO\Labels\Systematic\[4056813040449] VA - Systematic 77 (2016)";"FLAC";"4056813040449";"5263";"2017-03-17 12:30:20";"0";"VA - Systematic 77 ";"0"
