"TAG_Duration";"FIL_Track";"TAG_length";"TAG_Exten";"ODR_Track";"TAG_Albumartists";"Position1";"TAG_Year";"TAG_Artists";"TAG_Genres";"REP_Album";"Position2";"TAG_Album";"Category";"TAG_Disc";"TAG_Track";"TAG_Title";"ID_CD";"REP_Track";"Date_Insert";"Statut";"ID_TRACK";"Family"
"536,16";"02 - Green House Effect - Global Warming.flac";"00:08:56";"Flac Audio";"1-02";"Green House Effect";"Download";"2001";"Green House Effect";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"02";"Global Warming";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:19";"NEW";"54404";"Download"
"435,333";"03 - Green House Effect - Deep Cover.flac";"00:07:15";"Flac Audio";"1-03";"Green House Effect";"Download";"2001";"Green House Effect";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"03";"Deep Cover";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:19";"NEW";"54405";"Download"
"507,573";"04 - Green House Effect - Everlasting Sun.flac";"00:08:28";"Flac Audio";"1-04";"Green House Effect";"Download";"2001";"Green House Effect";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"04";"Everlasting Sun";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:19";"NEW";"54406";"Download"
"491,227";"05 - Green House Effect - State Of Mind.flac";"00:08:11";"Flac Audio";"1-05";"Green House Effect";"Download";"2001";"Green House Effect";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"05";"State Of Mind";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:20";"NEW";"54407";"Download"
"434,84";"06 - Green House Effect - Kfar Saba Blues.flac";"00:07:15";"Flac Audio";"1-06";"Green House Effect";"Download";"2001";"Green House Effect";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"06";"Kfar Saba Blues";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:20";"NEW";"54408";"Download"
"428,867";"07 - Green House Effect - Superfly (On The Fly Mix).flac";"00:07:09";"Flac Audio";"1-07";"Green House Effect";"Download";"2001";"Green House Effect";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"07";"Superfly (On The Fly Mix)";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:20";"NEW";"54409";"Download"
"475,493";"08 - Sandman - End Of The World (Remix).flac";"00:07:55";"Flac Audio";"1-08";"Green House Effect";"Download";"2001";"Sandman";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"08";"End Of The World (Remix)";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:20";"NEW";"54410";"Download"
"499,613";"09 - Witchcraft - Eastern Rain (Club Mix).flac";"00:08:20";"Flac Audio";"1-09";"Green House Effect";"Download";"2001";"Witchcraft";"Psy-Trance/Goa Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"_2000_2004";"Global Warming";"TRANCE";"1";"09";"Eastern Rain (Club Mix)";"4001";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Green House Effect - Global Warming (2001)";"2017-03-13 12:49:20";"NEW";"54411";"Download"
"476,693";"01 - Space Cat - Sleep-Walker.flac";"00:07:57";"Flac Audio";"1-01";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"01";"Sleep-Walker";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:37";"NEW";"54412";"Download"
"442,107";"02 - Space Cat - Emotions.flac";"00:07:22";"Flac Audio";"1-02";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"02";"Emotions";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:37";"NEW";"54413";"Download"
"466,84";"03 - Space Cat - Electro Shock.flac";"00:07:47";"Flac Audio";"1-03";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"03";"Electro Shock";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:37";"NEW";"54414";"Download"
"450,667";"04 - Cat On Mushroom - 2004.flac";"00:07:31";"Flac Audio";"1-04";"Space Cat";"Download";"2004";"Cat On Mushroom";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"04";"2004";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:38";"NEW";"54415";"Download"
"472,64";"05 - Space Cat - Daybreaks.flac";"00:07:53";"Flac Audio";"1-05";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"05";"Daybreaks";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:38";"NEW";"54416";"Download"
"448,547";"06 - Space Cat - Raver.flac";"00:07:29";"Flac Audio";"1-06";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"06";"Raver";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:38";"NEW";"54417";"Download"
"488,067";"07 - Space Cat - Tranceformer.flac";"00:08:08";"Flac Audio";"1-07";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"07";"Tranceformer";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:38";"NEW";"54418";"Download"
"465,973";"08 - Space Cat - Mechanical Dream.flac";"00:07:46";"Flac Audio";"1-08";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"08";"Mechanical Dream";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:38";"NEW";"54419";"Download"
"499,28";"09 - Space Cat - Rising Force.flac";"00:08:19";"Flac Audio";"1-09";"Space Cat";"Download";"2004";"Space Cat";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"_2000_2004";"Mechanical Dream";"TRANCE";"1";"09";"Rising Force";"4002";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2000_2004\Space Cat - Mechanical Dream (japan) (2004)";"2017-03-13 12:49:38";"NEW";"54420";"Download"
"267,173";"01 - PsyCraft & Infected Mushroom - Dirtbag (Remix).flac";"00:04:27";"Flac Audio";"1-01";"Psycraft";"Download";"2005";"PsyCraft & Infected Mushroom";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"01";"Dirtbag (Remix)";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:14";"NEW";"54421";"Download"
"526,373";"02 - PsyCraft - Feel The Vibe.flac";"00:08:46";"Flac Audio";"1-02";"Psycraft";"Download";"2005";"PsyCraft";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"02";"Feel The Vibe";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:14";"NEW";"54422";"Download"
"440,773";"03 - PsyCraft - Borderline (Remix).flac";"00:07:21";"Flac Audio";"1-03";"Psycraft";"Download";"2005";"PsyCraft";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"03";"Borderline (Remix)";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:14";"NEW";"54423";"Download"
"446,973";"04 - PsyCraft - Bad Girl.flac";"00:07:27";"Flac Audio";"1-04";"Psycraft";"Download";"2005";"PsyCraft";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"04";"Bad Girl";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:14";"NEW";"54424";"Download"
"463,453";"05 - Infected Mushroom & Yahel - Electro Panic (Psycraft Remix).flac";"00:07:43";"Flac Audio";"1-05";"Psycraft";"Download";"2005";"Infected Mushroom & Yahel";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"05";"Electro Panic (Psycraft Remix)";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:15";"NEW";"54425";"Download"
"373,707";"06 - PsyCraft - On The Edge.flac";"00:06:14";"Flac Audio";"1-06";"Psycraft";"Download";"2005";"PsyCraft";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"06";"On The Edge";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:15";"NEW";"54426";"Download"
"419,96";"07 - PsyCraft - Law Of Karma.flac";"00:07:00";"Flac Audio";"1-07";"Psycraft";"Download";"2005";"PsyCraft";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"07";"Law Of Karma";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:15";"NEW";"54427";"Download"
"440,187";"08 - PsyCraft - Computech.flac";"00:07:20";"Flac Audio";"1-08";"Psycraft";"Download";"2005";"PsyCraft";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"08";"Computech";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:15";"NEW";"54428";"Download"
"429,627";"09 - PsyCraft & Beat Hackers - Night Drive.flac";"00:07:10";"Flac Audio";"1-09";"Psycraft";"Download";"2005";"PsyCraft & Beat Hackers";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"09";"Night Drive";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:15";"NEW";"54429";"Download"
"451,787";"10 - PsyCraft - Inside Your Heaven.flac";"00:07:32";"Flac Audio";"1-10";"Psycraft";"Download";"2005";"PsyCraft";"Psy-Trance/Downtempo";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"_2005_2009";"Computech";"TRANCE";"1";"10";"Inside Your Heaven";"4003";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Infected Mushroom & Yahel - Computech (2005)";"2017-03-13 12:50:15";"NEW";"54430";"Download"
"559,333";"01. Artifact303 – Magnetic Fields.flac";"00:09:19";"Flac Audio";"1-01";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"01";"Magnetic Fields";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:48";"NEW";"54431";"Download"
"512,333";"02. Artifact303 – Trancemission.flac";"00:08:32";"Flac Audio";"1-02";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"02";"Trancemission";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54432";"Download"
"571,92";"03. Artifact303 – They Will Communicate.flac";"00:09:32";"Flac Audio";"1-03";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"03";"They Will Communicate";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54433";"Download"
"512,973";"04. Artifact303 – For A Better World.flac";"00:08:33";"Flac Audio";"1-04";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"04";"For A Better World";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54434";"Download"
"503,68";"05. Artifact303 – Tropical Sunset.flac";"00:08:24";"Flac Audio";"1-05";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"05";"Tropical Sunset";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54435";"Download"
"482,467";"06. Artifact303 – Mysterious Fantasy.flac";"00:08:02";"Flac Audio";"1-06";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"06";"Mysterious Fantasy";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54436";"Download"
"562,733";"07. Artifact303 – Beyond Lightspeed.flac";"00:09:23";"Flac Audio";"1-07";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"07";"Beyond Lightspeed";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54437";"Download"
"503,96";"08. Artifact303 – Close Encounter.flac";"00:08:24";"Flac Audio";"1-08";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"08";"Close Encounter";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54438";"Download"
"557,053";"09. Artifact303 – Delirium.flac";"00:09:17";"Flac Audio";"1-09";"Artifact303";"Download";"2011";"Artifact303";"Goa Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"_2010_2014";"Back To Space";"TRANCE";"1";"09";"Delirium";"4004";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Artifact303 - Back To Space [Suntrip Records] (2011)";"2017-03-13 12:50:49";"NEW";"54439";"Download"
"513,64";"01. Digital Tribe – Reminiscence (Digital Tribe vs. Prospect).flac";"00:08:34";"Flac Audio";"1-01";"Digital Tribe";"Download";"2011";"Digital Tribe With Prospect";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"_2010_2014";"Sound Of My Soul";"TRANCE";"1";"01";"Reminiscence";"4005";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"2017-03-13 12:51:01";"NEW";"54440";"Download"
"446,64";"02. Digital Tribe – Multistop (Digital Tribe vs. Outsiders Rmx).flac";"00:07:27";"Flac Audio";"1-02";"Digital Tribe";"Download";"2011";"Nok (2) & Ritmo";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"_2010_2014";"Sound Of My Soul";"TRANCE";"1";"02";"Multistop (Remix)";"4005";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"2017-03-13 12:51:01";"NEW";"54441";"Download"
"533,093";"03. Digital Tribe – Under My Feat (Digital Tribe vs. Bleep Rmx).flac";"00:08:53";"Flac Audio";"1-03";"Digital Tribe";"Download";"2011";"Celldweller";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"_2010_2014";"Sound Of My Soul";"TRANCE";"1";"03";"Under My Feat (Remix)";"4005";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"2017-03-13 12:51:01";"NEW";"54442";"Download"
"407,533";"04. Digital Tribe – Feel The Vibe (Digital Tribe & D+Z).flac";"00:06:48";"Flac Audio";"1-04";"Digital Tribe";"Download";"2011";"Digital Tribe";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"_2010_2014";"Sound Of My Soul";"TRANCE";"1";"04";"Feel The Vibe (Remix)";"4005";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"2017-03-13 12:51:01";"NEW";"54443";"Download"
"488,453";"05. Digital Tribe – Drop The Bass (Album Version).flac";"00:08:08";"Flac Audio";"1-05";"Digital Tribe";"Download";"2011";"Digital Tribe With Prospect";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"_2010_2014";"Sound Of My Soul";"TRANCE";"1";"05";"Drop The Bass (Album Version)";"4005";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Digital Tribe - Sound Of My Soul [Parabola Rec.] (2011)";"2017-03-13 12:51:01";"NEW";"54444";"Download"
