"TAG_Duration";"FIL_Track";"TAG_length";"TAG_Exten";"ODR_Track";"TAG_Albumartists";"Position1";"TAG_Year";"TAG_Artists";"TAG_Genres";"REP_Album";"Position2";"TAG_Album";"Category";"TAG_Disc";"TAG_Track";"TAG_Title";"ID_CD";"REP_Track";"Date_Insert";"Statut";"ID_TRACK";"Family"
"425,8";"01-Decoy_-_The_Ride.flac";"00:07:06";"Flac Audio";"1-01";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"01";"The Ride";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:41";"NEW";"54077";"Download"
"595,907";"02-Decoy_-_Milkiness_Of_Infancy.flac";"00:09:56";"Flac Audio";"1-02";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"02";"Milkiness Of Infancy";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:41";"NEW";"54078";"Download"
"402,36";"03-Decoy_-_Snakey_Wave.flac";"00:06:42";"Flac Audio";"1-03";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"03";"Snakey Wave";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:41";"NEW";"54079";"Download"
"610,427";"04-Decoy_-_Pio_Pio.flac";"00:10:10";"Flac Audio";"1-04";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"04";"Pio Pio";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:41";"NEW";"54080";"Download"
"435,373";"05-Decoy_-_The_Feral_Kid.flac";"00:07:15";"Flac Audio";"1-05";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"05";"The Feral Kid";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:41";"NEW";"54081";"Download"
"556,293";"06-Decoy_-_Akoha.flac";"00:09:16";"Flac Audio";"1-06";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"06";"Akoha";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:41";"NEW";"54082";"Download"
"443,16";"07-Decoy_-_Playing_4_Time.flac";"00:07:23";"Flac Audio";"1-07";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"07";"Playing 4 Time";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:41";"NEW";"54083";"Download"
"491,76";"08-Decoy_-_Rainwashed.flac";"00:08:12";"Flac Audio";"1-08";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"08";"Rainwashed";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:42";"NEW";"54084";"Download"
"106,52";"09-Decoy_-_Afro_Ken.flac";"00:01:47";"Flac Audio";"1-09";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"09";"Afro Ken";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:42";"NEW";"54085";"Download"
"502,92";"10-Decoy_-_Ornette's_Nest.flac";"00:08:23";"Flac Audio";"1-10";"Decoy";"Download";"2006";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"_2005_2009";"Not Responding To Light";"TRANCE";"1";"10";"Ornette's Nest";"3978";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Not Responding To Light (2006)";"2017-03-03 14:59:42";"NEW";"54086";"Download"
"529,427";"01-Decoy_-_Fat_Side_Down-FS.flac";"00:08:49";"Flac Audio";"1-01";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"01";"Fat Side Down";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54087";"Download"
"501,227";"02-Decoy_-_Krosey-FS.flac";"00:08:21";"Flac Audio";"1-02";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"02";"Krosey";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54088";"Download"
"499,533";"03-Decoy_-_Wake_In_Fright-FS.flac";"00:08:20";"Flac Audio";"1-03";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"03";"Wake In Fright";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54089";"Download"
"500,547";"04-Decoy_-_Push_Button_Pony-FS.flac";"00:08:21";"Flac Audio";"1-04";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"04";"Push Button Pony";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54090";"Download"
"492,493";"05-Decoy_-_Spamburger-FS.flac";"00:08:12";"Flac Audio";"1-05";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"05";"Spamburger";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54091";"Download"
"545,093";"06-Decoy_-_Nothing_But_The_Truth-FS.flac";"00:09:05";"Flac Audio";"1-06";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"06";"Nothing But The Truth";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54092";"Download"
"467,853";"07-Decoy_-_Silly_Sex-FS.flac";"00:07:48";"Flac Audio";"1-07";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"07";"Silly Sex";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54093";"Download"
"468,493";"08-Decoy_-_Axis_Mundi-FS.flac";"00:07:48";"Flac Audio";"1-08";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"08";"Axis Mundi";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54094";"Download"
"550,133";"09-Decoy_-_Host_Kisser-FS.flac";"00:09:10";"Flac Audio";"1-09";"Decoy";"Download";"2007";"Decoy";"Psy-Trance/Progressive Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"_2005_2009";"Push Button Pony";"TRANCE";"1";"09";"Ghost Kisser";"3979";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Decoy - Push Button Pony (2007)";"2017-03-03 14:59:46";"NEW";"54095";"Download"
"504";"Tulk - Wonderland.flac";"00:08:24";"Flac Audio";"01";"Tulk";"Download";"2008";"Galactika";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"01";"Escape From Heaven (Tulk Remix)";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54096";"Download"
"499";"Tulk - Wonderland.flac";"00:08:19";"Flac Audio";"02";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"02";"Remote";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54097";"Download"
"597";"Tulk - Wonderland.flac";"00:09:57";"Flac Audio";"03";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"03";"IguAL (The BNB.inc)";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54098";"Download"
"555";"Tulk - Wonderland.flac";"00:09:15";"Flac Audio";"04";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"04";"Wonderland";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54099";"Download"
"418";"Tulk - Wonderland.flac";"00:06:58";"Flac Audio";"05";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"05";"Trilogy";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54100";"Download"
"524";"Tulk - Wonderland.flac";"00:08:44";"Flac Audio";"06";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"06";"Zoom In";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54101";"Download"
"509";"Tulk - Wonderland.flac";"00:08:29";"Flac Audio";"07";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"07";"Kumagaya";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54102";"Download"
"512";"Tulk - Wonderland.flac";"00:08:32";"Flac Audio";"08";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"08";"Green Scorpion";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54103";"Download"
"407";"Tulk - Wonderland.flac";"00:06:47";"Flac Audio";"09";"Tulk";"Download";"2008";"Tulk";"Psychadelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"_2005_2009";"Wonderland";"TRANCE";"1";"09";"White Wabbit";"3980";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\Tulk - Wonderland (2008)";"2017-03-03 15:00:11";"NEW";"54104";"Download"
"404,68";"01. Hypersonic - Another Dimension.flac";"00:06:45";"Flac Audio";"1-01";"Various";"Download";"2006";"Hypersonic";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"01";"Another Dimension";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:27";"NEW";"54105";"Download"
"357,04";"02. X-Noize & Assi - 15,000 Micrograms.flac";"00:05:57";"Flac Audio";"1-02";"Various";"Download";"2006";"X-Noize & Assi";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"02";"15,000 Micrograms";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:27";"NEW";"54106";"Download"
"442,707";"03. PsyCraft - Bad Girl.flac";"00:07:23";"Flac Audio";"1-03";"Various";"Download";"2006";"PsyCraft";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"03";"Bad Girl";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:27";"NEW";"54107";"Download"
"421,44";"04. DNA - The Music (Hypersonic Remix).flac";"00:07:01";"Flac Audio";"1-04";"Various";"Download";"2006";"DNA";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"04";"The Music (Hypersonic Remix)";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:27";"NEW";"54108";"Download"
"421,827";"05. DNA - Sound Blaster.flac";"00:07:02";"Flac Audio";"1-05";"Various";"Download";"2006";"DNA";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"05";"Sound Blaster";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:28";"NEW";"54109";"Download"
"426,107";"06. Stereomatic - Stereo Blaster.flac";"00:07:06";"Flac Audio";"1-06";"Various";"Download";"2006";"Stereomatic";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"06";"Stereo Blaster";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:28";"NEW";"54110";"Download"
"489,293";"07. Hypersonic - Larger Then Life (Kamasutrance Remix).flac";"00:08:09";"Flac Audio";"1-07";"Various";"Download";"2006";"Hypersonic";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"07";"Larger Then Life (Kamasutrance Remix)";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:28";"NEW";"54111";"Download"
"437,867";"08. Enta Project - El Hilwa (Hypersonic Remix).flac";"00:07:18";"Flac Audio";"1-08";"Various";"Download";"2006";"Enta Project";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"08";"El Hilwa (Hypersonic Remix)";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:28";"NEW";"54112";"Download"
"459,733";"09. Hypersonic - Zuma (Live At The Zoom Festival - Switzerland).flac";"00:07:40";"Flac Audio";"1-09";"Various";"Download";"2006";"Hypersonic";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"09";"Zuma (Live At The Zoom Festival - Switzerland)";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:28";"NEW";"54113";"Download"
"432,493";"10. Magnetica - The Gedi.flac";"00:07:12";"Flac Audio";"1-10";"Various";"Download";"2006";"Magnetica";"Psy-Trance";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"_2005_2009";"The Next Generation - Hypersonic";"TRANCE";"1";"10";"The Gedi";"3981";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2005_2009\VA - The Next Generation (2006)";"2017-03-03 15:00:28";"NEW";"54114";"Download"
"421";"Atma - Music Revolution.flac";"00:07:01";"Flac Audio";"01";"Atma";"Download";"2011";"Atma";"Psychedelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"_2010_2014";"Music Revolution ";"TRANCE";"1";"01";"The Outer Limits";"3982";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"2017-03-03 15:00:39";"NEW";"54115";"Download"
"449";"Atma - Music Revolution.flac";"00:07:29";"Flac Audio";"02";"Atma";"Download";"2011";"Atma";"Psychedelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"_2010_2014";"Music Revolution ";"TRANCE";"1";"02";"Freedom";"3982";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"2017-03-03 15:00:39";"NEW";"54116";"Download"
"399";"Atma - Music Revolution.flac";"00:06:39";"Flac Audio";"03";"Atma";"Download";"2011";"Atma";"Psychedelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"_2010_2014";"Music Revolution ";"TRANCE";"1";"03";"Forbidden Paradise";"3982";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"2017-03-03 15:00:39";"NEW";"54117";"Download"
"432";"Atma - Music Revolution.flac";"00:07:12";"Flac Audio";"04";"Atma";"Download";"2011";"Atma";"Psychedelic";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"_2010_2014";"Music Revolution ";"TRANCE";"1";"04";"Music Revolution";"3982";"\\HOMERSTATION\_LossLess\TRANCE\Download\_2010_2014\Atma - Music Revolution [BMSS Records] (2011)";"2017-03-03 15:00:39";"NEW";"54118";"Download"
